state,city,population,murder_and_nonnegligent_manslaughter,robbery,aggravated_assault,burglary,larceny_theft,motor_vehicle_theft,year,state_original,city_original,forcible_rape,violent_crimes,property_crimes,murder_and_nonnegligent_manslaughter_per_capita,robbery_per_capita,aggravated_assault_per_capita,burglary_per_capita,larceny_theft_per_capita,motor_vehicle_theft_per_capita,forcible_rape_per_capita,violent_crimes_per_capita,property_crimes_per_capita
TEXAS,West Orange,3459,0,6,5,25,137,19,2016,TEXAS,West Orange,0,11,181,0.00,1.73,1.45,7.23,39.61,5.49,0.00,3.18,52.33
TEXAS,Westover Hills,729,0,0,1,2,4,0,2016,TEXAS,Westover Hills,0,1,6,0.00,0.00,1.37,2.74,5.49,0.00,0.00,1.37,8.23
TEXAS,West University Place,15932,0,7,2,79,48,6,2016,TEXAS,West University Place,0,9,133,0.00,0.44,0.13,4.96,3.01,0.38,0.00,0.56,8.35
TEXAS,Westworth,2687,0,2,2,5,208,3,2016,TEXAS,Westworth,2,6,216,0.00,0.74,0.74,1.86,77.41,1.12,0.74,2.23,80.39
TEXAS,Wharton,8706,0,9,37,44,377,19,2016,TEXAS,Wharton,3,49,440,0.00,1.03,4.25,5.05,43.30,2.18,0.34,5.63,50.54
TEXAS,Whitehouse,8286,0,1,22,18,71,2,2016,TEXAS,Whitehouse,12,35,91,0.00,0.12,2.66,2.17,8.57,0.24,1.45,4.22,10.98
TEXAS,White Oak,6317,0,1,5,23,87,10,2016,TEXAS,White Oak,1,7,120,0.00,0.16,0.79,3.64,13.77,1.58,0.16,1.11,19.00
TEXAS,Whitesboro,3931,0,1,4,7,26,1,2016,TEXAS,Whitesboro,1,6,34,0.00,0.25,1.02,1.78,6.61,0.25,0.25,1.53,8.65
TEXAS,White Settlement,17267,1,17,12,108,257,68,2016,TEXAS,White Settlement,0,30,433,0.06,0.98,0.69,6.25,14.88,3.94,0.00,1.74,25.08
TEXAS,Whitney,2103,0,1,0,10,36,0,2016,TEXAS,Whitney,0,1,46,0.00,0.48,0.00,4.76,17.12,0.00,0.00,0.48,21.87
TEXAS,Wichita Falls,104685,9,123,189,825,2646,263,2016,TEXAS,Wichita Falls,124,445,3734,0.09,1.17,1.81,7.88,25.28,2.51,1.18,4.25,35.67
TEXAS,Willis,6401,0,13,31,42,124,14,2016,TEXAS,Willis,7,51,180,0.00,2.03,4.84,6.56,19.37,2.19,1.09,7.97,28.12
TEXAS,Willow Park,5130,0,0,2,9,29,4,2016,TEXAS,Willow Park,0,2,42,0.00,0.00,0.39,1.75,5.65,0.78,0.00,0.39,8.19
TEXAS,Wills Point,3551,1,1,8,15,43,4,2016,TEXAS,Wills Point,4,14,62,0.28,0.28,2.25,4.22,12.11,1.13,1.13,3.94,17.46
TEXAS,Wilmer,3978,0,2,7,35,68,6,2016,TEXAS,Wilmer,1,10,109,0.00,0.50,1.76,8.80,17.09,1.51,0.25,2.51,27.40
TEXAS,Windcrest,5877,0,9,8,18,306,27,2016,TEXAS,Windcrest,2,19,351,0.00,1.53,1.36,3.06,52.07,4.59,0.34,3.23,59.72
TEXAS,Wink,1087,0,0,0,1,8,1,2016,TEXAS,Wink,0,0,10,0.00,0.00,0.00,0.92,7.36,0.92,0.00,0.00,9.20
TEXAS,Winnsboro,3354,0,1,9,18,50,2,2016,TEXAS,Winnsboro,2,12,70,0.00,0.30,2.68,5.37,14.91,0.60,0.60,3.58,20.87
TEXAS,Winters,2563,0,1,1,34,44,4,2016,TEXAS,Winters,1,3,82,0.00,0.39,0.39,13.27,17.17,1.56,0.39,1.17,31.99
TEXAS,Wolfforth,4371,0,0,0,11,38,2,2016,TEXAS,Wolfforth,0,0,51,0.00,0.00,0.00,2.52,8.69,0.46,0.00,0.00,11.67
TEXAS,Woodbranch,1396,0,0,0,1,3,0,2016,TEXAS,Woodbranch,0,0,4,0.00,0.00,0.00,0.72,2.15,0.00,0.00,0.00,2.87
TEXAS,Woodville,2457,0,1,0,6,5,0,2016,TEXAS,Woodville,2,3,11,0.00,0.41,0.00,2.44,2.04,0.00,0.81,1.22,4.48
TEXAS,Woodway,8836,0,1,10,5,102,6,2016,TEXAS,Woodway,4,15,113,0.00,0.11,1.13,0.57,11.54,0.68,0.45,1.70,12.79
TEXAS,Wortham,1019,0,0,2,9,6,0,2016,TEXAS,Wortham,0,2,15,0.00,0.00,1.96,8.83,5.89,0.00,0.00,1.96,14.72
TEXAS,Wylie,47772,0,6,37,60,330,21,2016,TEXAS,Wylie,7,50,411,0.00,0.13,0.77,1.26,6.91,0.44,0.15,1.05,8.60
TEXAS,Yoakum,6059,0,3,10,44,49,1,2016,TEXAS,Yoakum,1,14,94,0.00,0.50,1.65,7.26,8.09,0.17,0.17,2.31,15.51
TEXAS,Yorktown,2157,0,0,4,17,16,1,2016,TEXAS,Yorktown,1,5,34,0.00,0.00,1.85,7.88,7.42,0.46,0.46,2.32,15.76
UTAH,American Fork/cedar Hills,39028,1,7,8,101,715,42,2016,UTAH,American Fork/cedar Hills,8,24,858,0.03,0.18,0.20,2.59,18.32,1.08,0.20,0.61,21.98
UTAH,Big Water,465,0,0,0,1,1,0,2016,UTAH,Big Water,0,0,2,0.00,0.00,0.00,2.15,2.15,0.00,0.00,0.00,4.30
UTAH,Blanding,3876,0,0,3,11,43,3,2016,UTAH,Blanding,1,4,57,0.00,0.00,0.77,2.84,11.09,0.77,0.26,1.03,14.71
UTAH,Bluffdale,11765,0,0,5,28,74,18,2016,UTAH,Bluffdale,0,5,120,0.00,0.00,0.42,2.38,6.29,1.53,0.00,0.42,10.20
UTAH,Bountiful,44003,1,2,24,83,602,59,2016,UTAH,Bountiful,19,46,744,0.02,0.05,0.55,1.89,13.68,1.34,0.43,1.05,16.91
UTAH,Brigham City,18914,0,5,22,121,325,26,2016,UTAH,Brigham City,11,38,472,0.00,0.26,1.16,6.40,17.18,1.37,0.58,2.01,24.96
UTAH,Cedar City,30441,1,3,50,116,484,35,2016,UTAH,Cedar City,13,67,635,0.03,0.10,1.64,3.81,15.90,1.15,0.43,2.20,20.86
UTAH,Centerfield,1389,0,0,0,0,6,0,2016,UTAH,Centerfield,0,0,6,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,4.32
UTAH,Centerville,17204,1,3,19,102,465,27,2016,UTAH,Centerville,11,34,594,0.06,0.17,1.10,5.93,27.03,1.57,0.64,1.98,34.53
UTAH,Clearfield,30783,0,3,13,120,501,43,2016,UTAH,Clearfield,13,29,664,0.00,0.10,0.42,3.90,16.28,1.40,0.42,0.94,21.57
UTAH,Clinton,21567,0,0,4,66,289,12,2016,UTAH,Clinton,4,8,367,0.00,0.00,0.19,3.06,13.40,0.56,0.19,0.37,17.02
UTAH,Cottonwood Heights,34493,0,13,22,150,725,43,2016,UTAH,Cottonwood Heights,5,40,918,0.00,0.38,0.64,4.35,21.02,1.25,0.14,1.16,26.61
UTAH,Draper,47696,0,5,42,201,1032,184,2016,UTAH,Draper,28,75,1417,0.00,0.10,0.88,4.21,21.64,3.86,0.59,1.57,29.71
UTAH,East Carbon,1548,0,0,3,5,14,1,2016,UTAH,East Carbon,0,3,20,0.00,0.00,1.94,3.23,9.04,0.65,0.00,1.94,12.92
UTAH,Enoch,6348,0,0,29,16,33,9,2016,UTAH,Enoch,3,32,58,0.00,0.00,4.57,2.52,5.20,1.42,0.47,5.04,9.14
UTAH,Fairview,1265,0,0,2,0,5,1,2016,UTAH,Fairview,1,3,6,0.00,0.00,1.58,0.00,3.95,0.79,0.79,2.37,4.74
UTAH,Farmington,23505,0,3,5,45,405,18,2016,UTAH,Farmington,6,14,468,0.00,0.13,0.21,1.91,17.23,0.77,0.26,0.60,19.91
UTAH,Garland,2449,0,0,0,9,32,4,2016,UTAH,Garland,0,0,45,0.00,0.00,0.00,3.67,13.07,1.63,0.00,0.00,18.37
UTAH,Grantsville,10253,0,1,16,40,113,22,2016,UTAH,Grantsville,7,24,175,0.00,0.10,1.56,3.90,11.02,2.15,0.68,2.34,17.07
UTAH,Harrisville,6347,0,3,2,50,181,9,2016,UTAH,Harrisville,1,6,240,0.00,0.47,0.32,7.88,28.52,1.42,0.16,0.95,37.81
UTAH,Heber,14954,0,2,10,27,131,23,2016,UTAH,Heber,4,16,181,0.00,0.13,0.67,1.81,8.76,1.54,0.27,1.07,12.10
UTAH,Helper,2094,0,0,1,8,25,3,2016,UTAH,Helper,0,1,36,0.00,0.00,0.48,3.82,11.94,1.43,0.00,0.48,17.19
UTAH,Hurricane,15869,0,2,15,58,256,12,2016,UTAH,Hurricane,6,23,326,0.00,0.13,0.95,3.65,16.13,0.76,0.38,1.45,20.54
UTAH,Kanab,4406,0,0,15,4,47,7,2016,UTAH,Kanab,0,15,58,0.00,0.00,3.40,0.91,10.67,1.59,0.00,3.40,13.16
UTAH,Kaysville,31055,0,4,7,54,211,8,2016,UTAH,Kaysville,7,18,273,0.00,0.13,0.23,1.74,6.79,0.26,0.23,0.58,8.79
UTAH,La Verkin,4220,0,0,5,16,57,11,2016,UTAH,La Verkin,0,5,84,0.00,0.00,1.18,3.79,13.51,2.61,0.00,1.18,19.91
UTAH,Layton,75482,0,15,60,233,1309,97,2016,UTAH,Layton,43,118,1639,0.00,0.20,0.79,3.09,17.34,1.29,0.57,1.56,21.71
UTAH,Lehi,60806,0,8,33,130,599,40,2016,UTAH,Lehi,36,77,769,0.00,0.13,0.54,2.14,9.85,0.66,0.59,1.27,12.65
UTAH,Lindon,10958,0,2,1,37,230,26,2016,UTAH,Lindon,2,5,293,0.00,0.18,0.09,3.38,20.99,2.37,0.18,0.46,26.74
UTAH,Logan,50767,1,5,32,120,685,39,2016,UTAH,Logan,12,50,844,0.02,0.10,0.63,2.36,13.49,0.77,0.24,0.98,16.62
UTAH,Lone Peak,28862,0,0,4,38,124,18,2016,UTAH,Lone Peak,0,4,180,0.00,0.00,0.14,1.32,4.30,0.62,0.00,0.14,6.24
UTAH,Mapleton,9479,0,0,1,10,58,1,2016,UTAH,Mapleton,1,2,69,0.00,0.00,0.11,1.05,6.12,0.11,0.11,0.21,7.28
UTAH,Moab,5262,0,0,21,15,48,10,2016,UTAH,Moab,5,26,73,0.00,0.00,3.99,2.85,9.12,1.90,0.95,4.94,13.87
UTAH,Monticello,2085,0,0,2,3,20,0,2016,UTAH,Monticello,0,2,23,0.00,0.00,0.96,1.44,9.59,0.00,0.00,0.96,11.03
UTAH,Mount Pleasant,3306,0,0,0,12,25,3,2016,UTAH,Mount Pleasant,0,0,40,0.00,0.00,0.00,3.63,7.56,0.91,0.00,0.00,12.10
UTAH,Murray,49758,0,68,142,470,2636,415,2016,UTAH,Murray,66,276,3521,0.00,1.37,2.85,9.45,52.98,8.34,1.33,5.55,70.76
UTAH,Naples,2320,0,0,1,8,21,7,2016,UTAH,Naples,0,1,36,0.00,0.00,0.43,3.45,9.05,3.02,0.00,0.43,15.52
UTAH,Nephi,5594,0,0,3,25,114,9,2016,UTAH,Nephi,1,4,148,0.00,0.00,0.54,4.47,20.38,1.61,0.18,0.72,26.46
UTAH,North Ogden,18654,0,2,1,41,168,13,2016,UTAH,North Ogden,2,5,222,0.00,0.11,0.05,2.20,9.01,0.70,0.11,0.27,11.90
UTAH,North Park,15088,0,0,0,26,169,15,2016,UTAH,North Park,6,6,210,0.00,0.00,0.00,1.72,11.20,0.99,0.40,0.40,13.92
UTAH,North Salt Lake,20572,0,2,9,84,274,33,2016,UTAH,North Salt Lake,3,14,391,0.00,0.10,0.44,4.08,13.32,1.60,0.15,0.68,19.01
UTAH,Ogden,85930,3,108,274,614,2843,351,2016,UTAH,Ogden,65,450,3808,0.03,1.26,3.19,7.15,33.09,4.08,0.76,5.24,44.32
UTAH,Orem,95640,0,18,21,209,2116,122,2016,UTAH,Orem,26,65,2447,0.00,0.19,0.22,2.19,22.12,1.28,0.27,0.68,25.59
UTAH,Payson,19738,0,1,10,44,386,15,2016,UTAH,Payson,2,13,445,0.00,0.05,0.51,2.23,19.56,0.76,0.10,0.66,22.55
UTAH,Perry,4739,0,3,3,13,100,5,2016,UTAH,Perry,0,6,118,0.00,0.63,0.63,2.74,21.10,1.06,0.00,1.27,24.90
UTAH,Pleasant Grove,38984,1,0,10,41,203,8,2016,UTAH,Pleasant Grove,1,12,252,0.03,0.00,0.26,1.05,5.21,0.21,0.03,0.31,6.46
UTAH,Pleasant View,9548,0,2,6,29,76,11,2016,UTAH,Pleasant View,2,10,116,0.00,0.21,0.63,3.04,7.96,1.15,0.21,1.05,12.15
UTAH,Price,8310,0,2,4,58,296,2,2016,UTAH,Price,4,10,356,0.00,0.24,0.48,6.98,35.62,0.24,0.48,1.20,42.84
UTAH,Provo,115739,2,20,70,266,2292,155,2016,UTAH,Provo,57,149,2713,0.02,0.17,0.60,2.30,19.80,1.34,0.49,1.29,23.44
UTAH,Richfield,7597,0,1,3,22,252,8,2016,UTAH,Richfield,3,7,282,0.00,0.13,0.39,2.90,33.17,1.05,0.39,0.92,37.12
UTAH,Riverdale,8699,1,0,7,40,546,21,2016,UTAH,Riverdale,9,17,607,0.11,0.00,0.80,4.60,62.77,2.41,1.03,1.95,69.78
UTAH,Roosevelt,7179,0,7,10,46,254,30,2016,UTAH,Roosevelt,31,48,330,0.00,0.98,1.39,6.41,35.38,4.18,4.32,6.69,45.97
UTAH,Roy,38167,2,5,26,178,466,57,2016,UTAH,Roy,10,43,701,0.05,0.13,0.68,4.66,12.21,1.49,0.26,1.13,18.37
UTAH,Salem,7696,0,0,0,1,56,1,2016,UTAH,Salem,0,0,58,0.00,0.00,0.00,0.13,7.28,0.13,0.00,0.00,7.54
UTAH,Salina,2527,0,0,1,15,82,3,2016,UTAH,Salina,1,2,100,0.00,0.00,0.40,5.94,32.45,1.19,0.40,0.79,39.57
UTAH,Salt Lake City,193918,13,506,1032,1807,12814,1930,2016,UTAH,Salt Lake City,264,1815,16551,0.07,2.61,5.32,9.32,66.08,9.95,1.36,9.36,85.35
UTAH,Sandy,94601,0,48,56,577,2322,241,2016,UTAH,Sandy,57,161,3140,0.00,0.51,0.59,6.10,24.55,2.55,0.60,1.70,33.19
UTAH,Santa Clara/ivins,15107,0,0,3,33,78,8,2016,UTAH,Santa Clara/ivins,0,3,119,0.00,0.00,0.20,2.18,5.16,0.53,0.00,0.20,7.88
UTAH,Santaquin/genola,12289,0,0,2,27,104,5,2016,UTAH,Santaquin/genola,3,5,136,0.00,0.00,0.16,2.20,8.46,0.41,0.24,0.41,11.07
UTAH,Saratoga Springs,27211,0,0,11,51,141,7,2016,UTAH,Saratoga Springs,2,13,199,0.00,0.00,0.40,1.87,5.18,0.26,0.07,0.48,7.31
UTAH,Smithfield,11015,1,1,0,5,26,5,2016,UTAH,Smithfield,5,7,36,0.09,0.09,0.00,0.45,2.36,0.45,0.45,0.64,3.27
UTAH,South Jordan,70226,0,7,27,197,1247,102,2016,UTAH,South Jordan,19,53,1546,0.00,0.10,0.38,2.81,17.76,1.45,0.27,0.75,22.01
UTAH,South Ogden,17026,0,4,8,65,229,35,2016,UTAH,South Ogden,9,21,329,0.00,0.23,0.47,3.82,13.45,2.06,0.53,1.23,19.32
UTAH,South Salt Lake,25022,3,58,106,323,1268,372,2016,UTAH,South Salt Lake,37,204,1963,0.12,2.32,4.24,12.91,50.68,14.87,1.48,8.15,78.45
UTAH,Spanish Fork,38529,0,4,3,75,445,21,2016,UTAH,Spanish Fork,3,10,541,0.00,0.10,0.08,1.95,11.55,0.55,0.08,0.26,14.04
UTAH,Spring City,1004,0,0,0,2,34,0,2016,UTAH,Spring City,0,0,36,0.00,0.00,0.00,1.99,33.86,0.00,0.00,0.00,35.86
UTAH,Springdale,561,0,0,2,8,19,1,2016,UTAH,Springdale,2,4,28,0.00,0.00,3.57,14.26,33.87,1.78,3.57,7.13,49.91
UTAH,Springville,32825,0,2,19,86,544,37,2016,UTAH,Springville,7,28,667,0.00,0.06,0.58,2.62,16.57,1.13,0.21,0.85,20.32
UTAH,St. George,81755,0,14,92,350,995,120,2016,UTAH,St. George,54,160,1465,0.00,0.17,1.13,4.28,12.17,1.47,0.66,1.96,17.92
UTAH,Stockton,644,0,0,1,4,0,1,2016,UTAH,Stockton,0,1,5,0.00,0.00,1.55,6.21,0.00,1.55,0.00,1.55,7.76
UTAH,Sunset,5191,0,0,0,18,78,1,2016,UTAH,Sunset,2,2,97,0.00,0.00,0.00,3.47,15.03,0.19,0.39,0.39,18.69
UTAH,Syracuse,28011,0,1,6,43,257,6,2016,UTAH,Syracuse,5,12,306,0.00,0.04,0.21,1.54,9.17,0.21,0.18,0.43,10.92
UTAH,Tremonton,8333,0,1,5,42,129,15,2016,UTAH,Tremonton,4,10,186,0.00,0.12,0.60,5.04,15.48,1.80,0.48,1.20,22.32
UTAH,Vernal,11687,0,1,20,45,291,13,2016,UTAH,Vernal,4,25,349,0.00,0.09,1.71,3.85,24.90,1.11,0.34,2.14,29.86
UTAH,Washington,25564,0,1,32,63,430,24,2016,UTAH,Washington,8,41,517,0.00,0.04,1.25,2.46,16.82,0.94,0.31,1.60,20.22
UTAH,West Bountiful,5559,0,1,2,16,109,18,2016,UTAH,West Bountiful,10,13,143,0.00,0.18,0.36,2.88,19.61,3.24,1.80,2.34,25.72
UTAH,West Jordan,113595,1,58,211,413,2866,365,2016,UTAH,West Jordan,39,309,3644,0.01,0.51,1.86,3.64,25.23,3.21,0.34,2.72,32.08
UTAH,West Valley,137558,10,186,505,888,4285,1252,2016,UTAH,West Valley,122,823,6425,0.07,1.35,3.67,6.46,31.15,9.10,0.89,5.98,46.71
UTAH,Willard,1789,0,0,2,21,23,1,2016,UTAH,Willard,0,2,45,0.00,0.00,1.12,11.74,12.86,0.56,0.00,1.12,25.15
UTAH,Woods Cross,11600,0,2,1,32,157,11,2016,UTAH,Woods Cross,2,5,200,0.00,0.17,0.09,2.76,13.53,0.95,0.17,0.43,17.24
VERMONT,Barre Town,7791,0,0,3,29,74,0,2016,VERMONT,Barre Town,4,7,103,0.00,0.00,0.39,3.72,9.50,0.00,0.51,0.90,13.22
VERMONT,Bellows Falls,3030,0,0,4,6,45,0,2016,VERMONT,Bellows Falls,2,6,51,0.00,0.00,1.32,1.98,14.85,0.00,0.66,1.98,16.83
VERMONT,Bennington,15265,1,9,25,62,289,18,2016,VERMONT,Bennington,2,37,369,0.07,0.59,1.64,4.06,18.93,1.18,0.13,2.42,24.17
VERMONT,Berlin,2802,0,2,3,12,99,4,2016,VERMONT,Berlin,1,6,115,0.00,0.71,1.07,4.28,35.33,1.43,0.36,2.14,41.04
VERMONT,Brandon,3801,0,0,2,5,30,0,2016,VERMONT,Brandon,2,4,35,0.00,0.00,0.53,1.32,7.89,0.00,0.53,1.05,9.21
VERMONT,Brattleboro,11607,0,17,18,60,380,15,2016,VERMONT,Brattleboro,3,38,455,0.00,1.46,1.55,5.17,32.74,1.29,0.26,3.27,39.20
VERMONT,Bristol,3955,0,0,1,1,11,0,2016,VERMONT,Bristol,0,1,12,0.00,0.00,0.25,0.25,2.78,0.00,0.00,0.25,3.03
VERMONT,Chester,3069,0,0,1,5,13,0,2016,VERMONT,Chester,0,1,18,0.00,0.00,0.33,1.63,4.24,0.00,0.00,0.33,5.87
VERMONT,Colchester,17437,0,2,7,55,268,0,2016,VERMONT,Colchester,11,20,323,0.00,0.11,0.40,3.15,15.37,0.00,0.63,1.15,18.52
VERMONT,Essex,21217,1,0,7,49,282,4,2016,VERMONT,Essex,0,8,335,0.05,0.00,0.33,2.31,13.29,0.19,0.00,0.38,15.79
VERMONT,Fair Haven,2614,0,1,0,4,32,1,2016,VERMONT,Fair Haven,0,1,37,0.00,0.38,0.00,1.53,12.24,0.38,0.00,0.38,14.15
VERMONT,Hardwick,2925,0,1,1,13,49,0,2016,VERMONT,Hardwick,2,4,62,0.00,0.34,0.34,4.44,16.75,0.00,0.68,1.37,21.20
VERMONT,Hartford,9747,0,2,13,23,99,4,2016,VERMONT,Hartford,5,20,126,0.00,0.21,1.33,2.36,10.16,0.41,0.51,2.05,12.93
VERMONT,Lyndonville,1187,0,0,0,4,4,0,2016,VERMONT,Lyndonville,0,0,8,0.00,0.00,0.00,3.37,3.37,0.00,0.00,0.00,6.74
VERMONT,Manchester,4310,0,0,7,19,59,0,2016,VERMONT,Manchester,0,7,78,0.00,0.00,1.62,4.41,13.69,0.00,0.00,1.62,18.10
VERMONT,Middlebury,8570,0,0,1,13,101,0,2016,VERMONT,Middlebury,1,2,114,0.00,0.00,0.12,1.52,11.79,0.00,0.12,0.23,13.30
VERMONT,Milton,10921,0,0,5,13,85,0,2016,VERMONT,Milton,2,7,98,0.00,0.00,0.46,1.19,7.78,0.00,0.18,0.64,8.97
VERMONT,Montpelier,7542,0,0,7,34,192,0,2016,VERMONT,Montpelier,8,15,226,0.00,0.00,0.93,4.51,25.46,0.00,1.06,1.99,29.97
VERMONT,Morristown,5452,0,0,4,3,47,0,2016,VERMONT,Morristown,0,4,50,0.00,0.00,0.73,0.55,8.62,0.00,0.00,0.73,9.17
VERMONT,Newport,4415,0,0,16,5,39,0,2016,VERMONT,Newport,6,22,44,0.00,0.00,3.62,1.13,8.83,0.00,1.36,4.98,9.97
VERMONT,Randolph,4788,0,0,2,7,28,0,2016,VERMONT,Randolph,1,3,35,0.00,0.00,0.42,1.46,5.85,0.00,0.21,0.63,7.31
VERMONT,Richmond,4134,0,0,1,6,26,1,2016,VERMONT,Richmond,1,2,33,0.00,0.00,0.24,1.45,6.29,0.24,0.24,0.48,7.98
VERMONT,Royalton,2741,0,0,5,5,18,2,2016,VERMONT,Royalton,0,5,25,0.00,0.00,1.82,1.82,6.57,0.73,0.00,1.82,9.12
VERMONT,Rutland Town,4009,0,0,2,2,26,0,2016,VERMONT,Rutland Town,0,2,28,0.00,0.00,0.50,0.50,6.49,0.00,0.00,0.50,6.98
VERMONT,Shelburne,7887,0,0,2,7,44,5,2016,VERMONT,Shelburne,0,2,56,0.00,0.00,0.25,0.89,5.58,0.63,0.00,0.25,7.10
VERMONT,South Burlington,18962,0,1,9,37,540,0,2016,VERMONT,South Burlington,4,14,577,0.00,0.05,0.47,1.95,28.48,0.00,0.21,0.74,30.43
VERMONT,Springfield,9132,0,2,5,36,123,3,2016,VERMONT,Springfield,2,9,162,0.00,0.22,0.55,3.94,13.47,0.33,0.22,0.99,17.74
VERMONT,St. Albans,6799,0,2,34,52,397,0,2016,VERMONT,St. Albans,3,39,449,0.00,0.29,5.00,7.65,58.39,0.00,0.44,5.74,66.04
VERMONT,St. Johnsbury,7414,0,0,9,16,131,0,2016,VERMONT,St. Johnsbury,3,12,147,0.00,0.00,1.21,2.16,17.67,0.00,0.40,1.62,19.83
VERMONT,Stowe,4474,0,0,2,9,70,0,2016,VERMONT,Stowe,2,4,79,0.00,0.00,0.45,2.01,15.65,0.00,0.45,0.89,17.66
VERMONT,Wilmington,1825,0,0,1,5,21,3,2016,VERMONT,Wilmington,0,1,29,0.00,0.00,0.55,2.74,11.51,1.64,0.00,0.55,15.89
VERMONT,Winooski,7178,0,4,26,24,154,0,2016,VERMONT,Winooski,3,33,178,0.00,0.56,3.62,3.34,21.45,0.00,0.42,4.60,24.80
VIRGINIA,Abingdon,8105,0,1,7,13,158,8,2016,VIRGINIA,Abingdon,3,11,179,0.00,0.12,0.86,1.60,19.49,0.99,0.37,1.36,22.09
VIRGINIA,Alexandria,155319,7,134,124,184,2343,271,2016,VIRGINIA,Alexandria,21,286,2798,0.05,0.86,0.80,1.18,15.09,1.74,0.14,1.84,18.01
VIRGINIA,Altavista,3478,1,1,1,5,97,0,2016,VIRGINIA,Altavista,1,4,102,0.29,0.29,0.29,1.44,27.89,0.00,0.29,1.15,29.33
VIRGINIA,Amherst,2206,0,0,1,2,7,0,2016,VIRGINIA,Amherst,0,1,9,0.00,0.00,0.45,0.91,3.17,0.00,0.00,0.45,4.08
VIRGINIA,Appalachia,1655,0,1,3,5,12,1,2016,VIRGINIA,Appalachia,3,7,18,0.00,0.60,1.81,3.02,7.25,0.60,1.81,4.23,10.88
VIRGINIA,Ashland,7559,0,5,14,11,197,7,2016,VIRGINIA,Ashland,5,24,215,0.00,0.66,1.85,1.46,26.06,0.93,0.66,3.18,28.44
VIRGINIA,Bedford,6556,0,0,7,9,271,4,2016,VIRGINIA,Bedford,4,11,284,0.00,0.00,1.07,1.37,41.34,0.61,0.61,1.68,43.32
VIRGINIA,Berryville,4323,0,1,3,10,32,2,2016,VIRGINIA,Berryville,0,4,44,0.00,0.23,0.69,2.31,7.40,0.46,0.00,0.93,10.18
VIRGINIA,Big Stone Gap,5378,0,1,4,19,133,2,2016,VIRGINIA,Big Stone Gap,0,5,154,0.00,0.19,0.74,3.53,24.73,0.37,0.00,0.93,28.64
VIRGINIA,Blacksburg,44528,0,3,21,62,333,14,2016,VIRGINIA,Blacksburg,19,43,409,0.00,0.07,0.47,1.39,7.48,0.31,0.43,0.97,9.19
VIRGINIA,Blackstone,3467,0,1,2,10,103,8,2016,VIRGINIA,Blackstone,2,5,121,0.00,0.29,0.58,2.88,29.71,2.31,0.58,1.44,34.90
VIRGINIA,Bluefield,5247,0,0,7,19,240,6,2016,VIRGINIA,Bluefield,5,12,265,0.00,0.00,1.33,3.62,45.74,1.14,0.95,2.29,50.51
VIRGINIA,Bowling Green,1169,0,0,0,0,0,0,2016,VIRGINIA,Bowling Green,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VIRGINIA,Boykins,539,0,0,0,1,6,1,2016,VIRGINIA,Boykins,0,0,8,0.00,0.00,0.00,1.86,11.13,1.86,0.00,0.00,14.84
VIRGINIA,Bridgewater,5939,0,0,0,4,13,0,2016,VIRGINIA,Bridgewater,1,1,17,0.00,0.00,0.00,0.67,2.19,0.00,0.17,0.17,2.86
VIRGINIA,Bristol,16908,1,7,20,56,338,38,2016,VIRGINIA,Bristol,9,37,432,0.06,0.41,1.18,3.31,19.99,2.25,0.53,2.19,25.55
VIRGINIA,Broadway,3831,0,0,1,18,31,0,2016,VIRGINIA,Broadway,0,1,49,0.00,0.00,0.26,4.70,8.09,0.00,0.00,0.26,12.79
VIRGINIA,Brookneal,1120,0,0,1,4,26,0,2016,VIRGINIA,Brookneal,0,1,30,0.00,0.00,0.89,3.57,23.21,0.00,0.00,0.89,26.79
VIRGINIA,Buena Vista,6576,0,0,2,7,47,1,2016,VIRGINIA,Buena Vista,1,3,55,0.00,0.00,0.30,1.06,7.15,0.15,0.15,0.46,8.36
VIRGINIA,Burkeville,408,0,0,0,1,11,0,2016,VIRGINIA,Burkeville,0,0,12,0.00,0.00,0.00,2.45,26.96,0.00,0.00,0.00,29.41
VIRGINIA,Cape Charles,1019,0,0,0,2,4,1,2016,VIRGINIA,Cape Charles,0,0,7,0.00,0.00,0.00,1.96,3.93,0.98,0.00,0.00,6.87
VIRGINIA,Charlottesville,46979,1,43,165,170,983,75,2016,VIRGINIA,Charlottesville,36,245,1228,0.02,0.92,3.51,3.62,20.92,1.60,0.77,5.22,26.14
VIRGINIA,Chase City,2285,1,1,1,8,31,0,2016,VIRGINIA,Chase City,1,4,39,0.44,0.44,0.44,3.50,13.57,0.00,0.44,1.75,17.07
VIRGINIA,Chatham,1482,0,0,0,0,17,0,2016,VIRGINIA,Chatham,0,0,17,0.00,0.00,0.00,0.00,11.47,0.00,0.00,0.00,11.47
VIRGINIA,Chesapeake,236570,14,215,662,743,4938,320,2016,VIRGINIA,Chesapeake,78,969,6001,0.06,0.91,2.80,3.14,20.87,1.35,0.33,4.10,25.37
VIRGINIA,Chilhowie,1733,0,0,0,3,15,0,2016,VIRGINIA,Chilhowie,0,0,18,0.00,0.00,0.00,1.73,8.66,0.00,0.00,0.00,10.39
