state,city,population,murder_and_nonnegligent_manslaughter,robbery,aggravated_assault,burglary,larceny_theft,motor_vehicle_theft,year,state_original,city_original,forcible_rape,violent_crimes,property_crimes,murder_and_nonnegligent_manslaughter_per_capita,robbery_per_capita,aggravated_assault_per_capita,burglary_per_capita,larceny_theft_per_capita,motor_vehicle_theft_per_capita,forcible_rape_per_capita,violent_crimes_per_capita,property_crimes_per_capita
KENTUCKY,Elkhorn City,928,0,0,0,1,2,0,2016,KENTUCKY,Elkhorn City,0,0,3,0.00,0.00,0.00,1.08,2.16,0.00,0.00,0.00,3.23
KENTUCKY,Elkton,2181,0,2,1,23,12,2,2016,KENTUCKY,Elkton,0,3,37,0.00,0.92,0.46,10.55,5.50,0.92,0.00,1.38,16.96
KENTUCKY,Elsmere,8563,2,2,2,29,98,12,2016,KENTUCKY,Elsmere,7,13,139,0.23,0.23,0.23,3.39,11.44,1.40,0.82,1.52,16.23
KENTUCKY,Eminence,2544,0,0,1,5,19,2,2016,KENTUCKY,Eminence,0,1,26,0.00,0.00,0.39,1.97,7.47,0.79,0.00,0.39,10.22
KENTUCKY,Erlanger,22952,0,18,7,45,250,22,2016,KENTUCKY,Erlanger,8,33,317,0.00,0.78,0.30,1.96,10.89,0.96,0.35,1.44,13.81
KENTUCKY,Eubank,325,0,0,0,0,0,0,2016,KENTUCKY,Eubank,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Evarts,918,0,0,0,0,0,0,2016,KENTUCKY,Evarts,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Falmouth,2109,0,1,1,4,22,2,2016,KENTUCKY,Falmouth,0,2,28,0.00,0.47,0.47,1.90,10.43,0.95,0.00,0.95,13.28
KENTUCKY,Ferguson,944,0,0,0,1,2,0,2016,KENTUCKY,Ferguson,0,0,3,0.00,0.00,0.00,1.06,2.12,0.00,0.00,0.00,3.18
KENTUCKY,Flatwoods,7307,0,0,1,4,12,1,2016,KENTUCKY,Flatwoods,0,1,17,0.00,0.00,0.14,0.55,1.64,0.14,0.00,0.14,2.33
KENTUCKY,Fleming-neon,720,0,0,0,0,0,0,2016,KENTUCKY,Fleming-neon,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Flemingsburg,2902,0,0,1,14,25,4,2016,KENTUCKY,Flemingsburg,1,2,43,0.00,0.00,0.34,4.82,8.61,1.38,0.34,0.69,14.82
KENTUCKY,Florence,32671,1,34,32,92,1235,59,2016,KENTUCKY,Florence,13,80,1386,0.03,1.04,0.98,2.82,37.80,1.81,0.40,2.45,42.42
KENTUCKY,Fort Mitchell,8334,0,4,2,12,68,4,2016,KENTUCKY,Fort Mitchell,1,7,84,0.00,0.48,0.24,1.44,8.16,0.48,0.12,0.84,10.08
KENTUCKY,Fort Thomas,16436,0,1,0,12,70,8,2016,KENTUCKY,Fort Thomas,1,2,90,0.00,0.06,0.00,0.73,4.26,0.49,0.06,0.12,5.48
KENTUCKY,Fort Wright,5801,0,8,0,11,74,4,2016,KENTUCKY,Fort Wright,1,9,89,0.00,1.38,0.00,1.90,12.76,0.69,0.17,1.55,15.34
KENTUCKY,Fountain Run,210,0,0,0,0,0,0,2016,KENTUCKY,Fountain Run,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Frankfort,27926,2,35,56,256,750,87,2016,KENTUCKY,Frankfort,12,105,1093,0.07,1.25,2.01,9.17,26.86,3.12,0.43,3.76,39.14
KENTUCKY,Franklin,8852,0,6,13,43,181,14,2016,KENTUCKY,Franklin,5,24,238,0.00,0.68,1.47,4.86,20.45,1.58,0.56,2.71,26.89
KENTUCKY,Fulton,2195,0,0,1,20,51,5,2016,KENTUCKY,Fulton,1,2,76,0.00,0.00,0.46,9.11,23.23,2.28,0.46,0.91,34.62
KENTUCKY,Gamaliel,364,0,0,0,0,0,0,2016,KENTUCKY,Gamaliel,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Georgetown,33007,0,21,23,136,731,52,2016,KENTUCKY,Georgetown,13,57,919,0.00,0.64,0.70,4.12,22.15,1.58,0.39,1.73,27.84
KENTUCKY,Glasgow,14560,0,5,22,112,316,38,2016,KENTUCKY,Glasgow,6,33,466,0.00,0.34,1.51,7.69,21.70,2.61,0.41,2.27,32.01
KENTUCKY,Graymoor-devondale,2965,0,3,0,9,17,5,2016,KENTUCKY,Graymoor-devondale,0,3,31,0.00,1.01,0.00,3.04,5.73,1.69,0.00,1.01,10.46
KENTUCKY,Grayson,4046,0,2,1,11,92,6,2016,KENTUCKY,Grayson,0,3,109,0.00,0.49,0.25,2.72,22.74,1.48,0.00,0.74,26.94
KENTUCKY,Greensburg,2116,0,0,0,8,18,3,2016,KENTUCKY,Greensburg,1,1,29,0.00,0.00,0.00,3.78,8.51,1.42,0.47,0.47,13.71
KENTUCKY,Greenup,1151,0,0,0,2,0,1,2016,KENTUCKY,Greenup,0,0,3,0.00,0.00,0.00,1.74,0.00,0.87,0.00,0.00,2.61
KENTUCKY,Greenville,4378,1,0,2,6,12,6,2016,KENTUCKY,Greenville,0,3,24,0.23,0.00,0.46,1.37,2.74,1.37,0.00,0.69,5.48
KENTUCKY,Guthrie,1441,0,1,1,5,5,0,2016,KENTUCKY,Guthrie,0,2,10,0.00,0.69,0.69,3.47,3.47,0.00,0.00,1.39,6.94
KENTUCKY,Hardinsburg,2332,0,0,1,3,10,1,2016,KENTUCKY,Hardinsburg,0,1,14,0.00,0.00,0.43,1.29,4.29,0.43,0.00,0.43,6.00
KENTUCKY,Harlan,1619,0,2,0,9,40,1,2016,KENTUCKY,Harlan,0,2,50,0.00,1.24,0.00,5.56,24.71,0.62,0.00,1.24,30.88
KENTUCKY,Harrodsburg,8399,0,0,13,63,102,18,2016,KENTUCKY,Harrodsburg,1,14,183,0.00,0.00,1.55,7.50,12.14,2.14,0.12,1.67,21.79
KENTUCKY,Hartford,2765,0,0,2,2,2,2,2016,KENTUCKY,Hartford,1,3,6,0.00,0.00,0.72,0.72,0.72,0.72,0.36,1.08,2.17
KENTUCKY,Hawesville,1006,0,0,0,0,6,0,2016,KENTUCKY,Hawesville,0,0,6,0.00,0.00,0.00,0.00,5.96,0.00,0.00,0.00,5.96
KENTUCKY,Hazard,5310,0,2,1,24,240,8,2016,KENTUCKY,Hazard,3,6,272,0.00,0.38,0.19,4.52,45.20,1.51,0.56,1.13,51.22
KENTUCKY,Henderson,28904,1,24,25,171,547,49,2016,KENTUCKY,Henderson,6,56,767,0.03,0.83,0.86,5.92,18.92,1.70,0.21,1.94,26.54
KENTUCKY,Heritage Creek,1126,0,0,0,0,3,0,2016,KENTUCKY,Heritage Creek,0,0,3,0.00,0.00,0.00,0.00,2.66,0.00,0.00,0.00,2.66
KENTUCKY,Highland Heights,7216,0,1,3,5,47,1,2016,KENTUCKY,Highland Heights,1,5,53,0.00,0.14,0.42,0.69,6.51,0.14,0.14,0.69,7.34
KENTUCKY,Hillview,8177,0,3,0,34,72,20,2016,KENTUCKY,Hillview,5,8,126,0.00,0.37,0.00,4.16,8.81,2.45,0.61,0.98,15.41
KENTUCKY,Hodgenville,3259,0,0,2,3,13,3,2016,KENTUCKY,Hodgenville,0,2,19,0.00,0.00,0.61,0.92,3.99,0.92,0.00,0.61,5.83
KENTUCKY,Hopkinsville,32222,4,44,31,202,672,48,2016,KENTUCKY,Hopkinsville,15,94,922,0.12,1.37,0.96,6.27,20.86,1.49,0.47,2.92,28.61
KENTUCKY,Horse Cave,2351,0,0,0,0,0,0,2016,KENTUCKY,Horse Cave,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Hurstbourne Acres,1886,0,0,0,4,14,0,2016,KENTUCKY,Hurstbourne Acres,0,0,18,0.00,0.00,0.00,2.12,7.42,0.00,0.00,0.00,9.54
KENTUCKY,Hustonville,398,0,0,0,0,0,0,2016,KENTUCKY,Hustonville,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Hyden,348,0,0,0,0,0,0,2016,KENTUCKY,Hyden,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Independence,27227,0,4,5,28,112,14,2016,KENTUCKY,Independence,10,19,154,0.00,0.15,0.18,1.03,4.11,0.51,0.37,0.70,5.66
KENTUCKY,Indian Hills,2977,0,0,0,12,23,6,2016,KENTUCKY,Indian Hills,0,0,41,0.00,0.00,0.00,4.03,7.73,2.02,0.00,0.00,13.77
KENTUCKY,Inez,678,0,0,0,0,0,0,2016,KENTUCKY,Inez,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Irvine,2404,0,0,2,1,1,0,2016,KENTUCKY,Irvine,0,2,2,0.00,0.00,0.83,0.42,0.42,0.00,0.00,0.83,0.83
KENTUCKY,Irvington,1186,0,0,2,6,8,1,2016,KENTUCKY,Irvington,0,2,15,0.00,0.00,1.69,5.06,6.75,0.84,0.00,1.69,12.65
KENTUCKY,Jackson,2138,0,0,1,6,19,2,2016,KENTUCKY,Jackson,0,1,27,0.00,0.00,0.47,2.81,8.89,0.94,0.00,0.47,12.63
KENTUCKY,Jamestown,1805,0,0,1,1,8,1,2016,KENTUCKY,Jamestown,0,1,10,0.00,0.00,0.55,0.55,4.43,0.55,0.00,0.55,5.54
KENTUCKY,Jeffersontown,27006,1,22,5,92,459,86,2016,KENTUCKY,Jeffersontown,4,32,637,0.04,0.81,0.19,3.41,17.00,3.18,0.15,1.18,23.59
KENTUCKY,Jenkins,2077,0,0,0,0,0,0,2016,KENTUCKY,Jenkins,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Junction City,2290,0,0,0,1,1,0,2016,KENTUCKY,Junction City,0,0,2,0.00,0.00,0.00,0.44,0.44,0.00,0.00,0.00,0.87
KENTUCKY,La Center,1004,0,0,1,2,4,0,2016,KENTUCKY,La Center,0,1,6,0.00,0.00,1.00,1.99,3.98,0.00,0.00,1.00,5.98
KENTUCKY,La Grange,8728,0,8,4,25,144,13,2016,KENTUCKY,La Grange,0,12,182,0.00,0.92,0.46,2.86,16.50,1.49,0.00,1.37,20.85
KENTUCKY,Lakeside Park-crestview Hills,6159,0,5,0,6,106,6,2016,KENTUCKY,Lakeside Park-crestview Hills,1,6,118,0.00,0.81,0.00,0.97,17.21,0.97,0.16,0.97,19.16
KENTUCKY,Lancaster,3873,0,2,7,26,43,4,2016,KENTUCKY,Lancaster,1,10,73,0.00,0.52,1.81,6.71,11.10,1.03,0.26,2.58,18.85
KENTUCKY,Lawrenceburg,11140,0,5,7,18,70,9,2016,KENTUCKY,Lawrenceburg,2,14,97,0.00,0.45,0.63,1.62,6.28,0.81,0.18,1.26,8.71
KENTUCKY,Lebanon,5710,0,6,2,29,63,8,2016,KENTUCKY,Lebanon,3,11,100,0.00,1.05,0.35,5.08,11.03,1.40,0.53,1.93,17.51
KENTUCKY,Lebanon Junction,1937,0,0,0,0,0,0,2016,KENTUCKY,Lebanon Junction,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Leitchfield,6904,0,0,7,28,97,12,2016,KENTUCKY,Leitchfield,2,9,137,0.00,0.00,1.01,4.06,14.05,1.74,0.29,1.30,19.84
KENTUCKY,Lewisburg,806,0,0,0,2,3,0,2016,KENTUCKY,Lewisburg,0,0,5,0.00,0.00,0.00,2.48,3.72,0.00,0.00,0.00,6.20
KENTUCKY,Lewisport,1704,0,1,1,0,6,0,2016,KENTUCKY,Lewisport,0,2,6,0.00,0.59,0.59,0.00,3.52,0.00,0.00,1.17,3.52
KENTUCKY,Lexington,317853,24,575,280,2435,9465,1158,2016,KENTUCKY,Lexington,200,1079,13058,0.08,1.81,0.88,7.66,29.78,3.64,0.63,3.39,41.08
KENTUCKY,Liberty,2158,0,0,1,6,4,1,2016,KENTUCKY,Liberty,0,1,11,0.00,0.00,0.46,2.78,1.85,0.46,0.00,0.46,5.10
KENTUCKY,London,8152,1,6,3,64,263,24,2016,KENTUCKY,London,5,15,351,0.12,0.74,0.37,7.85,32.26,2.94,0.61,1.84,43.06
KENTUCKY,Louisa,2452,0,0,3,10,13,4,2016,KENTUCKY,Louisa,0,3,27,0.00,0.00,1.22,4.08,5.30,1.63,0.00,1.22,11.01
KENTUCKY,Louisville Metro,683825,119,1514,2792,5907,19983,4364,2016,KENTUCKY,Louisville Metro,196,4621,30254,0.17,2.21,4.08,8.64,29.22,6.38,0.29,6.76,44.24
KENTUCKY,Loyall,648,0,0,2,1,3,0,2016,KENTUCKY,Loyall,0,2,4,0.00,0.00,3.09,1.54,4.63,0.00,0.00,3.09,6.17
KENTUCKY,Ludlow,4553,0,3,5,21,78,10,2016,KENTUCKY,Ludlow,5,13,109,0.00,0.66,1.10,4.61,17.13,2.20,1.10,2.86,23.94
KENTUCKY,Lynch,702,0,0,0,1,0,0,2016,KENTUCKY,Lynch,0,0,1,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,1.42
KENTUCKY,Lynnview,945,0,0,0,4,8,1,2016,KENTUCKY,Lynnview,0,0,13,0.00,0.00,0.00,4.23,8.47,1.06,0.00,0.00,13.76
KENTUCKY,Madisonville,19467,1,8,16,75,252,22,2016,KENTUCKY,Madisonville,5,30,349,0.05,0.41,0.82,3.85,12.94,1.13,0.26,1.54,17.93
KENTUCKY,Manchester,1392,0,1,3,12,21,6,2016,KENTUCKY,Manchester,1,5,39,0.00,0.72,2.16,8.62,15.09,4.31,0.72,3.59,28.02
KENTUCKY,Marion,2976,0,2,2,30,37,5,2016,KENTUCKY,Marion,2,6,72,0.00,0.67,0.67,10.08,12.43,1.68,0.67,2.02,24.19
KENTUCKY,Martin,597,0,0,1,0,3,1,2016,KENTUCKY,Martin,0,1,4,0.00,0.00,1.68,0.00,5.03,1.68,0.00,1.68,6.70
KENTUCKY,Mayfield,10086,0,10,11,75,230,21,2016,KENTUCKY,Mayfield,6,27,326,0.00,0.99,1.09,7.44,22.80,2.08,0.59,2.68,32.32
KENTUCKY,Maysville,8780,0,9,6,53,241,9,2016,KENTUCKY,Maysville,4,19,303,0.00,1.03,0.68,6.04,27.45,1.03,0.46,2.16,34.51
KENTUCKY,Mckee,786,0,0,0,0,1,0,2016,KENTUCKY,Mckee,0,0,1,0.00,0.00,0.00,0.00,1.27,0.00,0.00,0.00,1.27
KENTUCKY,Meadow Vale,762,0,0,0,0,1,0,2016,KENTUCKY,Meadow Vale,0,0,1,0.00,0.00,0.00,0.00,1.31,0.00,0.00,0.00,1.31
KENTUCKY,Middlesboro,9615,1,12,17,67,443,15,2016,KENTUCKY,Middlesboro,2,32,525,0.10,1.25,1.77,6.97,46.07,1.56,0.21,3.33,54.60
KENTUCKY,Millersburg,797,0,0,0,6,7,1,2016,KENTUCKY,Millersburg,0,0,14,0.00,0.00,0.00,7.53,8.78,1.25,0.00,0.00,17.57
KENTUCKY,Monticello,6071,0,1,5,22,51,4,2016,KENTUCKY,Monticello,1,7,77,0.00,0.16,0.82,3.62,8.40,0.66,0.16,1.15,12.68
KENTUCKY,Morehead,7085,0,3,2,18,119,2,2016,KENTUCKY,Morehead,7,12,139,0.00,0.42,0.28,2.54,16.80,0.28,0.99,1.69,19.62
KENTUCKY,Morganfield,3582,0,0,0,8,17,0,2016,KENTUCKY,Morganfield,0,0,25,0.00,0.00,0.00,2.23,4.75,0.00,0.00,0.00,6.98
KENTUCKY,Morgantown,2480,0,0,1,13,34,6,2016,KENTUCKY,Morgantown,1,2,53,0.00,0.00,0.40,5.24,13.71,2.42,0.40,0.81,21.37
KENTUCKY,Mortons Gap,850,0,0,0,0,0,0,2016,KENTUCKY,Mortons Gap,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Mount Olivet,342,0,0,0,0,0,0,2016,KENTUCKY,Mount Olivet,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Mount Sterling,7268,0,13,5,37,240,18,2016,KENTUCKY,Mount Sterling,6,24,295,0.00,1.79,0.69,5.09,33.02,2.48,0.83,3.30,40.59
KENTUCKY,Mount Vernon,2497,0,0,2,19,16,5,2016,KENTUCKY,Mount Vernon,0,2,40,0.00,0.00,0.80,7.61,6.41,2.00,0.00,0.80,16.02
KENTUCKY,Mount Washington,14162,0,4,4,32,156,19,2016,KENTUCKY,Mount Washington,3,11,207,0.00,0.28,0.28,2.26,11.02,1.34,0.21,0.78,14.62
KENTUCKY,Muldraugh,994,0,1,0,3,11,6,2016,KENTUCKY,Muldraugh,0,1,20,0.00,1.01,0.00,3.02,11.07,6.04,0.00,1.01,20.12
KENTUCKY,Munfordville,1645,0,0,4,8,7,1,2016,KENTUCKY,Munfordville,0,4,16,0.00,0.00,2.43,4.86,4.26,0.61,0.00,2.43,9.73
KENTUCKY,Murray,19182,0,10,20,125,470,16,2016,KENTUCKY,Murray,11,41,611,0.00,0.52,1.04,6.52,24.50,0.83,0.57,2.14,31.85
KENTUCKY,New Haven,893,0,0,0,0,0,0,2016,KENTUCKY,New Haven,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Newport,15330,0,34,16,105,565,45,2016,KENTUCKY,Newport,9,59,715,0.00,2.22,1.04,6.85,36.86,2.94,0.59,3.85,46.64
KENTUCKY,Nicholasville,30093,0,28,14,199,796,61,2016,KENTUCKY,Nicholasville,11,53,1056,0.00,0.93,0.47,6.61,26.45,2.03,0.37,1.76,35.09
KENTUCKY,Northfield,1057,0,0,0,1,14,0,2016,KENTUCKY,Northfield,0,0,15,0.00,0.00,0.00,0.95,13.25,0.00,0.00,0.00,14.19
KENTUCKY,Oak Grove,7431,0,11,12,78,266,24,2016,KENTUCKY,Oak Grove,12,35,368,0.00,1.48,1.61,10.50,35.80,3.23,1.61,4.71,49.52
KENTUCKY,Olive Hill,1593,0,0,2,10,2,0,2016,KENTUCKY,Olive Hill,0,2,12,0.00,0.00,1.26,6.28,1.26,0.00,0.00,1.26,7.53
KENTUCKY,Owensboro,59359,1,49,52,486,1937,235,2016,KENTUCKY,Owensboro,34,136,2658,0.02,0.83,0.88,8.19,32.63,3.96,0.57,2.29,44.78
KENTUCKY,Owenton,1552,0,0,0,4,6,1,2016,KENTUCKY,Owenton,0,0,11,0.00,0.00,0.00,2.58,3.87,0.64,0.00,0.00,7.09
KENTUCKY,Owingsville,1595,0,1,0,0,7,2,2016,KENTUCKY,Owingsville,0,1,9,0.00,0.63,0.00,0.00,4.39,1.25,0.00,0.63,5.64
KENTUCKY,Paducah,24836,1,31,39,150,999,68,2016,KENTUCKY,Paducah,16,87,1217,0.04,1.25,1.57,6.04,40.22,2.74,0.64,3.50,49.00
KENTUCKY,Paintsville,4251,0,0,4,9,46,5,2016,KENTUCKY,Paintsville,2,6,60,0.00,0.00,0.94,2.12,10.82,1.18,0.47,1.41,14.11
KENTUCKY,Paris,9883,0,5,9,65,154,13,2016,KENTUCKY,Paris,1,15,232,0.00,0.51,0.91,6.58,15.58,1.32,0.10,1.52,23.47
KENTUCKY,Park Hills,3011,0,1,1,7,22,4,2016,KENTUCKY,Park Hills,1,3,33,0.00,0.33,0.33,2.32,7.31,1.33,0.33,1.00,10.96
KENTUCKY,Perryville,763,0,0,0,0,0,0,2016,KENTUCKY,Perryville,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Pewee Valley,1547,0,0,0,2,2,0,2016,KENTUCKY,Pewee Valley,0,0,4,0.00,0.00,0.00,1.29,1.29,0.00,0.00,0.00,2.59
KENTUCKY,Pikeville,7037,1,3,4,49,350,5,2016,KENTUCKY,Pikeville,6,14,404,0.14,0.43,0.57,6.96,49.74,0.71,0.85,1.99,57.41
KENTUCKY,Pineville,1745,0,0,0,12,21,1,2016,KENTUCKY,Pineville,0,0,34,0.00,0.00,0.00,6.88,12.03,0.57,0.00,0.00,19.48
KENTUCKY,Pioneer Village,2866,0,1,0,6,11,6,2016,KENTUCKY,Pioneer Village,1,2,23,0.00,0.35,0.00,2.09,3.84,2.09,0.35,0.70,8.03
KENTUCKY,Pippa Passes,661,0,0,0,0,0,0,2016,KENTUCKY,Pippa Passes,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Powderly,729,0,0,0,1,9,0,2016,KENTUCKY,Powderly,0,0,10,0.00,0.00,0.00,1.37,12.35,0.00,0.00,0.00,13.72
KENTUCKY,Prestonsburg,3326,0,1,5,20,28,3,2016,KENTUCKY,Prestonsburg,0,6,51,0.00,0.30,1.50,6.01,8.42,0.90,0.00,1.80,15.33
KENTUCKY,Princeton,6142,0,3,8,85,131,14,2016,KENTUCKY,Princeton,10,21,230,0.00,0.49,1.30,13.84,21.33,2.28,1.63,3.42,37.45
KENTUCKY,Prospect,4918,0,0,0,2,49,4,2016,KENTUCKY,Prospect,0,0,55,0.00,0.00,0.00,0.41,9.96,0.81,0.00,0.00,11.18
KENTUCKY,Providence,3042,0,1,1,7,17,4,2016,KENTUCKY,Providence,0,2,28,0.00,0.33,0.33,2.30,5.59,1.31,0.00,0.66,9.20
KENTUCKY,Raceland,2383,0,0,2,3,6,0,2016,KENTUCKY,Raceland,0,2,9,0.00,0.00,0.84,1.26,2.52,0.00,0.00,0.84,3.78
KENTUCKY,Radcliff,22346,0,25,30,155,418,38,2016,KENTUCKY,Radcliff,22,77,611,0.00,1.12,1.34,6.94,18.71,1.70,0.98,3.45,27.34
KENTUCKY,Ravenna,587,0,0,0,0,6,1,2016,KENTUCKY,Ravenna,0,0,7,0.00,0.00,0.00,0.00,10.22,1.70,0.00,0.00,11.93
KENTUCKY,Richmond,33965,0,37,20,249,1048,77,2016,KENTUCKY,Richmond,18,75,1374,0.00,1.09,0.59,7.33,30.86,2.27,0.53,2.21,40.45
KENTUCKY,Russell,3245,0,1,2,3,57,0,2016,KENTUCKY,Russell,2,5,60,0.00,0.31,0.62,0.92,17.57,0.00,0.62,1.54,18.49
KENTUCKY,Russell Springs,2525,0,0,1,15,48,4,2016,KENTUCKY,Russell Springs,1,2,67,0.00,0.00,0.40,5.94,19.01,1.58,0.40,0.79,26.53
KENTUCKY,Russellville,7073,2,7,15,54,159,11,2016,KENTUCKY,Russellville,1,25,224,0.28,0.99,2.12,7.63,22.48,1.56,0.14,3.53,31.67
KENTUCKY,Sadieville,338,0,0,0,0,2,0,2016,KENTUCKY,Sadieville,0,0,2,0.00,0.00,0.00,0.00,5.92,0.00,0.00,0.00,5.92
KENTUCKY,Salyersville,1804,0,0,0,0,3,0,2016,KENTUCKY,Salyersville,0,0,3,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,1.66
KENTUCKY,Science Hill,696,0,0,0,0,0,0,2016,KENTUCKY,Science Hill,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Scottsville,4446,1,2,4,28,64,16,2016,KENTUCKY,Scottsville,5,12,108,0.22,0.45,0.90,6.30,14.39,3.60,1.12,2.70,24.29
KENTUCKY,Sebree,1551,0,0,0,0,0,0,2016,KENTUCKY,Sebree,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Shelbyville,15488,0,5,2,48,163,9,2016,KENTUCKY,Shelbyville,3,10,220,0.00,0.32,0.13,3.10,10.52,0.58,0.19,0.65,14.20
KENTUCKY,Shepherdsville,12098,0,10,16,76,382,63,2016,KENTUCKY,Shepherdsville,8,34,521,0.00,0.83,1.32,6.28,31.58,5.21,0.66,2.81,43.06
KENTUCKY,Shively,15800,5,60,18,144,381,129,2016,KENTUCKY,Shively,10,93,654,0.32,3.80,1.14,9.11,24.11,8.16,0.63,5.89,41.39
KENTUCKY,Silver Grove,1123,0,0,0,0,0,0,2016,KENTUCKY,Silver Grove,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Simpsonville,2744,0,2,1,6,88,3,2016,KENTUCKY,Simpsonville,0,3,97,0.00,0.73,0.36,2.19,32.07,1.09,0.00,1.09,35.35
KENTUCKY,Smiths Grove,740,0,0,0,2,2,0,2016,KENTUCKY,Smiths Grove,0,0,4,0.00,0.00,0.00,2.70,2.70,0.00,0.00,0.00,5.41
KENTUCKY,Somerset,11482,0,8,11,79,303,41,2016,KENTUCKY,Somerset,3,22,423,0.00,0.70,0.96,6.88,26.39,3.57,0.26,1.92,36.84
KENTUCKY,Southgate,3871,0,2,0,4,31,8,2016,KENTUCKY,Southgate,0,2,43,0.00,0.52,0.00,1.03,8.01,2.07,0.00,0.52,11.11
KENTUCKY,South Shore,1097,0,0,0,0,0,0,2016,KENTUCKY,South Shore,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Springfield,3093,0,1,2,4,10,8,2016,KENTUCKY,Springfield,0,3,22,0.00,0.32,0.65,1.29,3.23,2.59,0.00,0.97,7.11
KENTUCKY,Stamping Ground,744,0,0,0,1,6,0,2016,KENTUCKY,Stamping Ground,0,0,7,0.00,0.00,0.00,1.34,8.06,0.00,0.00,0.00,9.41
KENTUCKY,Stanford,3668,0,1,2,10,17,8,2016,KENTUCKY,Stanford,0,3,35,0.00,0.27,0.55,2.73,4.63,2.18,0.00,0.82,9.54
KENTUCKY,Stanton,2651,0,3,0,16,47,0,2016,KENTUCKY,Stanton,0,3,63,0.00,1.13,0.00,6.04,17.73,0.00,0.00,1.13,23.76
KENTUCKY,St. Matthews,18127,0,28,9,83,655,65,2016,KENTUCKY,St. Matthews,1,38,803,0.00,1.54,0.50,4.58,36.13,3.59,0.06,2.10,44.30
KENTUCKY,Strathmoor Village,666,0,0,0,0,0,0,2016,KENTUCKY,Strathmoor Village,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KENTUCKY,Sturgis,1914,0,0,1,6,10,0,2016,KENTUCKY,Sturgis,0,1,16,0.00,0.00,0.52,3.13,5.22,0.00,0.00,0.52,8.36
KENTUCKY,Taylor Mill,6793,0,1,4,9,32,2,2016,KENTUCKY,Taylor Mill,0,5,43,0.00,0.15,0.59,1.32,4.71,0.29,0.00,0.74,6.33
KENTUCKY,Taylorsville,1035,0,0,0,6,11,0,2016,KENTUCKY,Taylorsville,0,0,17,0.00,0.00,0.00,5.80,10.63,0.00,0.00,0.00,16.43
KENTUCKY,Tompkinsville,2277,0,0,1,1,2,2,2016,KENTUCKY,Tompkinsville,0,1,5,0.00,0.00,0.44,0.44,0.88,0.88,0.00,0.44,2.20
KENTUCKY,Trenton,387,0,0,0,0,1,0,2016,KENTUCKY,Trenton,0,0,1,0.00,0.00,0.00,0.00,2.58,0.00,0.00,0.00,2.58
KENTUCKY,Uniontown,960,0,0,2,3,12,0,2016,KENTUCKY,Uniontown,0,2,15,0.00,0.00,2.08,3.13,12.50,0.00,0.00,2.08,15.63
KENTUCKY,Vanceburg,1445,0,0,0,2,3,0,2016,KENTUCKY,Vanceburg,0,0,5,0.00,0.00,0.00,1.38,2.08,0.00,0.00,0.00,3.46
KENTUCKY,Versailles,25923,0,4,7,105,273,15,2016,KENTUCKY,Versailles,4,15,393,0.00,0.15,0.27,4.05,10.53,0.58,0.15,0.58,15.16
KENTUCKY,Villa Hills,7499,0,0,2,2,24,2,2016,KENTUCKY,Villa Hills,0,2,28,0.00,0.00,0.27,0.27,3.20,0.27,0.00,0.27,3.73
